ApplicationNumber,ApplicationDate,JobRole,LAName,OfficerAuthorised,Theme,ResponseDate,AcceptanceStatus,ODICertificateURL,DGUURL,InventoryURL,LocalCodes,DatasetURL,SchemaURL,GuidanceURL,FrequencyOfPublishing,FOINumberEst, SubmissionComplete,LastLAUpdate,TechReviewStatus,LastTechUpdate,AdminReviewStatus,PaymentAmount,Closed,LastAdminUpdate,ApplicantNotes,AdministrationNotes,TechnicalNotes,LastUpdated
"238","11/09/2014","GIS Officer","Hambleton District Council","True","Toilets","11/09/2014","Accepted","https://certificates.theodi.org/datasets/22671/certificates/35135","http://data.gov.uk/dataset/hdc-public-conveniences","","","http://www.hambleton.gov.uk/images/files/Finance/Transparency/OpenData/PublicConvenienceData.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","16/12/2014","Accepted","16/12/2014","Accepted","2000.0000","True","09/03/2015","17/10/2014Awaiting Editor permissions on the data.gov.uk website","09/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
16/12/2014Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","16/12/2014Passed technical review.
15/12/2014Technical review not passed, notes sent via email.
04/12/2014Technical review not passed, notes sent via email.","09/03/2015"
"30","04/07/2014","Deployment Manager","South Kesteven District Council","True","Planning","04/07/2014","Accepted","https://certificates.theodi.org/datasets/2086/certificates/14735","http://data.gov.uk/dataset/skdc-planning-applications","","","http://www.southkesteven.gov.uk/opendata/Opendata_Planning.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Daily or more frequently","","True","06/10/2014","Accepted","08/10/2014","Accepted","2000.0000","True","17/10/2014","06/10/2014No co-ordinate data is included as captured against OS MasterMap and therefore not licensed to be included. 
08/09/2014No Co-ordinate data","17/10/2014Request made for BACS payment to be made as council has fulfilled its publishing obligations
08/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","08/10/2014Submission has passed technical review. Advancing to next stage.
06/10/2014Not passed technical review, comments sent through by email.
02/10/2014Not passed technical review, comments sent through by email.
30/09/2014Not passed technical review, comments sent through by email.
16/09/2014Notes sent by email.
09/09/2014Rejected at applicant's request. Ref. 120316.","17/10/2014"
"31","04/07/2014","Deployment Manager","South Kesteven District Council","True","Premises","04/07/2014","Accepted","https://certificates.theodi.org/datasets/2086/certificates/14735","http://data.gov.uk/dataset/premises-lisenses","","","http://www.southkesteven.gov.uk/opendata/Opendata_Premises.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","17/10/2014","Accepted","17/10/2014","Accepted","2000.0000","True","17/10/2014","09/10/2014Most records do not have a UPRN against them in our licences system","17/10/2014Request made for BACS payment to be made as council has fulfilled its publishing obligations
17/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","17/10/2014Passed technical review.
16/10/2014Not passed technical review. Notes sent by email.
15/10/2014Not passed technical review. Notes sent by email.
13/10/2014Not passed technical review. Notes sent by email.
10/10/2014Dataset URL points to planning applications dataset.","17/10/2014"
"32","04/07/2014","Deployment Manager","South Kesteven District Council","True","Toilets","04/07/2014","Accepted","https://certificates.theodi.org/datasets/2086/certificates/14735","http://data.gov.uk/dataset/skdc-public-conveniences","","","http://www.southkesteven.gov.uk/OpenData/PublicConveniences.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","09/09/2014","Accepted","11/09/2014","Accepted","3000.0000","True","17/10/2014","","17/10/2014Request made for BACS payment to be made as council has fulfilled its publishing obligations
11/09/2014 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","11/09/2014Passed technical review
09/09/2014Not passed technical review. Feedback sent by email.
08/09/2014Not passed technical review, feedback sent by email.
08/09/2014Not passed technical review, feedback sent by email.
28/08/2014Not passed technical review, feedback sent by email.","17/10/2014"
"269","04/12/2014","Neighbourhood Services - Operations Team Leader","Rother District Council","True","Toilets","16/01/2015","Accepted","https://certificates.theodi.org/datasets/24210/certificate","http://data.gov.uk/dataset/rother-district-council-public-toilets","","","http://www.rother.gov.uk/CHttpHandler.ashx?id=23108&p=0","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","4","True","03/03/2015","Accepted","04/03/2015","Accepted","2000.0000","True","13/03/2015","03/03/2015This should be the last iteration!
03/03/2015third submission with more corrections
02/03/2015This is the second Submission with changes done as per advice fro team we hope.","13/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
04/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
16/01/2015Funding has now become available due to withdrawal by other participants. This means that this appliaction is now approved and can move to stage 3 - data submission
05/12/2014Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","04/03/2015Passed technical review.
03/03/2015Not passed technical review, notes sent by email.
02/03/2015Not passed technical reviews, notes sent by email.
27/02/2015Not passed technical reviews, notes sent by email.","13/03/2015"
"110","21/07/2014","Corporate Document Managament & Systems Support Manager & ICT Operational Client","Canterbury City Council","True","Planning","21/07/2014","Accepted","https://certificates.theodi.org/datasets/2858/certificates/15294","","","","https://www.canterbury.gov.uk/media/955253/planning.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Weekly","30","True","14/01/2015","Accepted","14/01/2015","Accepted","2000.0000","True","25/03/2015","12/11/2014Currently we do not hold Geo x and y data but propose to do so in the future.","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
14/01/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","07/01/2015Spreadsheet passed technical review, reverting to fix inventory link.
13/11/2014Not passed technical review stage, notes sent by email.
22/10/2014Not passed technical review stage, notes sent by email.","25/03/2015"
"111","21/07/2014","Corporate Document Managament & Systems Support Manager & ICT Operational Client","Canterbury City Council","True","Premises","21/07/2014","Accepted","https://certificates.theodi.org/datasets/2859/certificates/15295","http://data.gov.uk/dataset/licensing-information","","","https://www.canterbury.gov.uk/media/918276/environment-licences-2.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Monthly","28","True","23/03/2015","Accepted","23/03/2015","Accepted","2000.0000","True","25/03/2015","23/03/201523/3/15 Amendments to file made as detailed in email.
23/03/201523/3/15 data.gov.uk.link added checked and working
Organisation URL amended and checked working
Rejected records checked and amended.
19/03/2015From email of 23rd Feb from Nick Bryan
I would query the following rejection notes:-

1) - OrganisationURI is invalid, goes to error page - this is the URL we were allocated, has someone amended this URL as our previous submissions have all used this URL and were accepted. I have checked other open datasets for neighbouring authorities and they also come up with an Error 404? Please advise
2) - Data.gov.uk field must be filled in for all Incentive Scheme submissions with a data.gov.uk URL for the specific dataset. Guidance available here: http://data.gov.uk/library/user-guide-editors-and-administrators - we haven't had to fill this out for our previous submissions which have been accepted please advise? Again checked the neighbouring authorities and no ODI data is visible.

Thanks

Liz
23/02/2015Data refreshed and resubmitted","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
23/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","23/03/2015Not passed technical review, notes sent by email.


20/03/2015Not passed technical review, notes sent by email.
23/02/2015Not passed technical review, notes sent by email.
22/10/2014Not passed technical review, reset to previous stage.","25/03/2015"
"112","21/07/2014","Corporate Document Managament & Systems Support Manager & ICT Operational Client","Canterbury City Council","True","Toilets","21/07/2014","Accepted","https://certificates.theodi.org/datasets/2526/certificates/14887","","","","https://www.canterbury.gov.uk/media/902755/Toilets.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","18/09/2014","Accepted","18/09/2014","Accepted","3000.0000","True","25/03/2015","18/09/2014Licensing has been re-spelt!","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
18/09/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","18/09/2014Passed technical review
17/09/2014 Dataset rejected following review. Notes have been sent to the applicant via email.
12/09/2014Dataset rejected following review. Notes have been sent to the applicant via email.
12/09/2014Dataset rejected following review. Notes have been sent to the applicant via email.
05/09/2014Dataset rejected following review. Notes have been sent to the applicant via email.","25/03/2015"
"227","05/09/2014","Enforcement Information System Manager","New Forest District Council","True","Planning","05/09/2014","Accepted","https://certificates.theodi.org/datasets/22662/certificate","","","","http://docs.newforest.gov.uk/LGOD/planning_applications.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Monthly","","True","09/12/2014","Accepted","12/12/2014","Accepted","2000.0000","True","18/12/2014","12/12/2014GeoX and GeoY co-ordinates are published, but unfortunately not available for our historic applications.","18/12/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
12/12/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","12/12/2014Technical review passed.
05/12/2014Not passed technical review - notes sent by email.
05/12/2014Not passed technical review - notes sent by email.
24/11/2014Not passed technical review - notes sent by email.","18/12/2014"
"228","05/09/2014","Enforcement Information System Manager","New Forest District Council","True","Premises","05/09/2014","Accepted","https://certificates.theodi.org/datasets/22654/certificate","","","","http://docs.newforest.gov.uk/LGOD/premises_licenses.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Monthly","","True","03/12/2014","Accepted","04/12/2014","Accepted","2000.0000","True","18/12/2014","","18/12/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
05/12/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","04/12/2014Technical review passed.
03/12/2014Technical review not passed, notes sent via email.
26/11/2014Technical review not passed, notes sent via email.
21/11/2014Technical review not passed, notes sent via email.
21/11/2014Technical review not passed, notes sent via email.
21/11/2014Technical review not passed, notes sent via email.
19/11/2014Technical review not passed, notes sent via email.","18/12/2014"
"221","03/09/2014","Information Governance Monitoring Officer","Dudley Metropolitan Borough Council","True","Planning","03/09/2014","Accepted","https://certificates.theodi.org/datasets/22690/certificates/35158","","","True","http://www.dudley.gov.uk/EasySiteWeb/GatewayLink.aspx?alId=265659","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","4","True","03/12/2014","Accepted","04/12/2014","Accepted","2000.0000","True","08/12/2014","27/11/2014X and Y co ordinates plus the UPRN information have been omitted as it remains unclear what we are allowed to publish.  At this time it is felt that we may be contravening OS licensing guidelines if we publish the co ordinates.  This data will be made available once clarification has been obtained.","08/12/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
05/12/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","04/12/2014Technical review passed.
03/12/2014Not passed technical review, notes sent by email.
02/12/2014Not passed technical review, notes sent by email.
01/12/2014Not passed technical review, notes sent by email.
27/11/2014Not passed technical review, notes sent by email.","08/12/2014"
"222","03/09/2014","Information Governance Monitoring Officer","Dudley Metropolitan Borough Council","True","Premises","03/09/2014","Accepted","https://certificates.theodi.org/datasets/22675/certificates/35184","","","True","http://www.dudley.gov.uk/EasySiteWeb/GatewayLink.aspx?alId=265639","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","2","True","25/11/2014","Accepted","27/11/2014","Accepted","2000.0000","True","08/12/2014","","08/12/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
27/11/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","27/11/2014Technical review passed.
21/11/2014Technical review not passed, notes sent via email.","08/12/2014"
"223","03/09/2014","Information Governance Monitoring Officer","Dudley Metropolitan Borough Council","True","Toilets","03/09/2014","Accepted","https://certificates.theodi.org/datasets/2843/certificates/15278","","","","http://www.dudley.gov.uk/EasySiteWeb/GatewayLink.aspx?alId=265033","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","5","True","23/10/2014","Accepted","23/10/2014","Accepted","3000.0000","True","08/12/2014","23/10/2014Dataset reviewed and amended accordingly","08/12/2014Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
23/10/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","23/10/2014Technical review passed.
22/10/2014Not passed technical review. Notes sent via email.","08/12/2014"
"218","01/09/2014","Head of Information and knowledge Management","Sheffield City Council","True","Planning","01/09/2014","Accepted","https://certificates.theodi.org/datasets/24249/certificate","http://data.gov.uk/dataset/planning-applications-sheffield","","","https://data.sheffield.gov.uk/resource/kpmj-e6ts.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","20","True","13/03/2015","Accepted","13/03/2015","Accepted","2000.0000","True","17/03/2015","13/03/2015Co-ordinates removed - Licence position unclear
13/03/2015Amendments made to dataset to meet schema requirements
13/03/2015Amendments made to datasets as requested","17/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
13/03/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","13/03/2015Spreadsheet passed technical review, reverting to confirm co-ordinates.
05/03/2015Technical review not passed. Unable to access dataset.
04/03/2015Technical review not passed. Unable to access dataset.","17/03/2015"
"220","01/09/2014","Head of Information and Knowledge Management","Sheffield City Council","True","Toilets","01/09/2014","Accepted","https://certificates.theodi.org/datasets/24248/certificate","http://data.gov.uk/dataset/public-toilets-sheffield","","","https://data.sheffield.gov.uk/resource/dh4k-i5ca.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","4","True","11/03/2015","Accepted","12/03/2015","Accepted","2000.0000","True","17/03/2015","11/03/2015GeoAreaURI field error amended to StreetAddress
11/03/2015Relevant amendments have been made to the dataset as requested","17/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
12/03/2015 Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","11/03/2015Technical review not passed. Unable to access dataset.
05/03/2015Technical review not passed. Unable to access dataset.
04/03/2015Technical review not passed. Unable to access dataset.","17/03/2015"
"255","14/11/2014","Information and Legal Support Officer","East Cambridgeshire District Council","True","Toilets","06/01/2015","Accepted","https://certificates.theodi.org/datasets/23843/certificate","http://data.gov.uk/dataset/public-toilets-in-east-cambs#tab-data","","","http://www.eastcambs.gov.uk/sites/default/files/Public%20Toilets%20-%20Last%20Updated%2009.01.2015.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","0","True","09/01/2015","Accepted","09/01/2015","Accepted","2000.0000","True","15/01/2015","","15/01/2015Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
09/01/2015Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
06/01/2015 Funding has now become available due to withdrawal by other participants. This means that this appliaction is now approved and can move to stage 3 - data submission
06/01/2015Grant slot available.
15/11/2014 Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","09/01/2015Not passed technical review - notes sent by email
09/01/2015Not passed technical review - notes sent by email.","15/01/2015"
"240","11/09/2014","Performance & Policy Analyst","Cotswold District Council","True","Planning","11/09/2014","Accepted","https://certificates.theodi.org/datasets/24213/certificate","http://data.gov.uk/dataset/planning-applications-cotswold","","True","http://my.cotswold.gov.uk/custom/docs/PlanningExtract050115.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","0","True","27/02/2015","Accepted","27/02/2015","Accepted","2000.0000","True","09/03/2015","27/02/2015We are unable to supply UPRN, geoX and geoY due to licensing restrictions. A separate dataset with these fields has been prepared and will be released once an exemption has been made by the OS
27/02/2015Environmental Impact Assessment scoping mapped onto 1738;
Prior approval for development mapped onto 1733;","09/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
27/02/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","27/02/2015Not passed technical review. Notes sent by email.","09/03/2015"
"245","08/10/2014","Performance & Policy Analyst","Cotswold District Council","True","Premises","08/10/2014","Accepted","https://certificates.theodi.org/datasets/24265/certificate","http://data.gov.uk/dataset/premises-licences-issed-by-cotswold-district-council","","","http://www.cotswold.gov.uk/media/1122626/Premises-Licences.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","0","True","05/03/2015","Accepted","06/03/2015","Accepted","2000.0000","True","09/03/2015","05/03/2015A second dataset has been prepared containing UPRNs and will be released once an exemption has been made by the OS.

The Council has not published an inventory","09/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
06/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
09/10/2014Funding has now become available due to other another council withdrawing.  Council advised that this is now fully in the scheme with grant funding committed if successful.
08/10/2014Cotswold has offered the data freely. Have written to explain they are No3 on the waiting list and will be granted the small funding payment if other councils withdraw and make spare slots available.Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
08/10/2014Wriiten with apologies but application can only be held on the waiting list for funding currently as all current grant provision is committed. Good chance of being reinstated if other participants decide to withdraw later. Council has advised that it would still like to participate irrespective of the grant incentive which is tremendous news","","09/03/2015"
"239","11/09/2014","Performance & Policy Analyst","Cotswold District Council","True","Toilets","11/09/2014","Accepted","https://certificates.theodi.org/datasets/2687/certificates/15078","http://data.gov.uk/dataset/public-conveniences-2014","","","http://www.cotswold.gov.uk/media/1013300/Public-toilets-data-2014.csv","http://schemas.opendata.esd.org.uk/PublicToilets","http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/","Annually","2","True","29/09/2014","Accepted","30/09/2014","Accepted","3000.0000","True","09/03/2015","","09/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
30/09/2014Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","30/09/2014Passed technical review","09/03/2015"
"88","16/07/2014","Senior GI Officer","London Borough of Harrow","True","Planning","16/07/2014","Accepted","https://certificates.theodi.org/datasets/24098/certificate","http://data.gov.uk/dataset/harrowplanningapplications-2014#tab-publisher","http://www.harrow.gov.uk/planningsearch/core/timeout.page?org.apache.shale.dialog.DIALOG_NAME=planningsearch&Param=lg.Planning&searchType=quick&SDescription=","False","http://www.harrow.gov.uk/download/downloads/id/6041/open_data_planning_applications","http://schemas.opendata.esd.org.uk/PlanningApplications","http://schemas.opendata.esd.org.uk/PlanningApplications","Annually","250","True","10/03/2015","Accepted","10/03/2015","Accepted","2000.0000","True","17/03/2015","17/02/2015Errors have been resolved with:
Service type label 
DecisionType

The GeoPointLicensingURL has been added
09/02/2015The Dataset URL provides a link for Planning Application data for 2014. The user is prompted to open or save the Planning Application.csv file
21/01/2015Data is extracted from the Planning CRM into ArcGIS Server as an internal service. Planning applications for 2014 were extracted from the Planning Application service filtered to remove personal information and exported in CSV format.
19/01/20151) We don't have a guidance page yet.
2) Problems getting the ODI certificate complete
3) Problems with URL where data is referenced
4) Problem with publishing frequency?? Stated annual","17/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
10/03/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","10/03/2015Technical review passed.
04/03/2015Not passed technical review. Notes sent by email.
18/02/2015Not passed technical review. Notes sent by email.
22/01/2015Spreadsheet link broken. Emailed user.","17/03/2015"
"279","29/01/2015","Senior GI Officer","London Borough of Harrow","True","Premises","30/01/2015","Accepted","https://certificates.theodi.org/datasets/24262/certificate","http://data.gov.uk/dataset/harrow-premises-licences","","","http://www.harrow.gov.uk/download/downloads/id/6239/harrow_premises_licences_2014","http://schemas.opendata.esd.org.uk/PremisesLicences","http://schemas.opendata.esd.org.uk/PremisesLicences","Annually","250","True","17/03/2015","Accepted","17/03/2015","Accepted","2000.0000","True","17/03/2015","","17/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
17/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. 
30/01/2015Funding has now become available due to withdrawal by other participants. This means that this appliaction is now approved and can move to stage 3 - data submission
29/01/2015Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw.","16/03/2015Not passed technical review, notes sent by email.
16/03/2015Not passed technical review, notes sent by email.
13/03/2015Not passed technical review, notes sent by email.
13/03/2015Not passed technical review, notes sent by email.
13/03/2015Not passed technical review, notes sent by email.
13/03/2015Not passed technical review, notes sent by email.
12/03/2015Not passed technical review, notes sent by email.
06/03/2015Not passed technical review, notes sent by email.","17/03/2015"
"275","08/01/2015","Senior GI Officer and Web & GIS Project Manager","London Borough of Harrow","True","Toilets","29/01/2015","Accepted","https://certificates.theodi.org/datasets/24098/certificate","http://data.gov.uk/dataset/harrowpublictoilets#tab-themes","","","http://www.harrow.gov.uk/opendata/publictoilets","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","250","True","10/03/2015","Accepted","11/03/2015","Accepted","3000.0000","True","17/03/2015","17/02/2015The Harrow public toilets was validated, Public toilets.json produce.

The Data.gov.uk URI was added: http://data.gov.uk/dataset/harrowpublictoilets#tab-themes 

The The GeoAreaLabel has been removed.

The GeoPointLicensingURL was added

10/02/2015The public toilets URI: http://www.harrow.gov.uk/opendata/publictoilets
prompts the user to open or save the publictoilets.csv file.

I added the OS data covered under derived data exemption in GeoPointLicensingURL 

I removed the GeoAreaLabel values, to ensure that the file passes the validation
09/02/2015This file provides information about the public toilets managed by the London Borough of Harrow.

The user will be prompted to open or save the csv file.
08/01/2015Testing open dataset","17/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
11/03/2015Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
09/01/2015Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","11/03/2015Technical review passed.
09/03/2015Not passed technical review - notes sent by email.
04/03/2015Receiving server error, page not found.
18/02/2015Not passed technical review - notes sent by email.
10/02/2015Not passed technical review - notes sent by email.
09/02/2015Not passed technical review - notes sent by email.","17/03/2015"
"265","03/12/2014","Mapping Officer","Plymouth City Council","True","Planning","16/01/2015","Accepted","https://certificates.theodi.org/datasets/24272/certificate","http://data.gov.uk/dataset/planning-applications-plymouth#tab-publisher","","","http://www.plymouth.gov.uk/planning_apps.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","","True","17/03/2015","Accepted","17/03/2015","Accepted","2000.0000","True","25/03/2015","17/03/2015We have not included any spatial co-ordinates as we are unsure about the licencing through the OS. It might be that these can be added in the future.
13/03/2015We have not included any spatial co-ordinates as we are unsure about the licencing through the OS. It might be that these can be added in the future.","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
17/03/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
04/12/2014 Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","13/03/2015Not passed technical review, notes sent by email.
06/03/2015Not passed technical review, notes sent by email.","25/03/2015"
"264","03/12/2014","Mapping Officer","Plymouth City Council","True","Premises","16/01/2015","Accepted","https://certificates.theodi.org/datasets/24156/certificate","http://data.gov.uk/dataset/premises-licences-plymouth-city-council","","","http://www.plymouth.gov.uk/pcc_licenced_premises.csv","http://schemas.opendata.esd.org.uk/PremisesLicences","","Annually","","True","24/03/2015","Accepted","24/03/2015","Accepted","2000.0000","True","25/03/2015","23/03/2015There are some records without a postcode because they relate to larger spaces or are mobile licences","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
24/03/2015Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. 
04/12/2014 Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","24/03/2015Technical review passed.
24/03/2015Not passed technical review, notes sent by email.
24/03/2015Currently a problem with internet connection at Plymouth which is preventing us from checking the file. If cannot retrieve today, we'll expedite tomorrow.
23/03/2015Not passed technical review, notes sent by email.
23/03/2015Not passed technical review, notes sent by email.","25/03/2015"
"263","03/12/2014","Mapping Officer","Plymouth City Council","True","Toilets","16/01/2015","Accepted","https://certificates.theodi.org/datasets/24065/certificate","http://data.gov.uk/dataset/plymouth-public-toilets","","","http://www.plymouth.gov.uk/public_toilets.csv","http://schemas.opendata.esd.org.uk/PublicToilets","","Annually","","True","18/02/2015","Accepted","20/02/2015","Accepted","3000.0000","True","25/03/2015","","25/03/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
20/02/2015 Written to confirm data set is complete and acceptable. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.
16/01/2015 Funding has now become available due to withdrawal by other participants. This means that this appliaction is now approved and can move to stage 3 - data submission
04/12/2014 Written to explain this request is placed on the waiting list pending available grant slots coming available hopefully later in the year if other councils decide to withdraw","19/02/2015Queried a field with the authority. Awaiting response.
18/02/2015Technical review not passed, notes sent via email.
16/02/2015Technical review not passed, notes sent via email
04/02/2015Technical review not passed, notes sent via email.","25/03/2015"
"126","23/07/2014","IT Manager","Sevenoaks District Council","True","Planning","24/07/2014","Accepted","https://certificates.theodi.org/datasets/22598/certificates/35056","http://data.gov.uk/dataset/sevenoaks-district-council-planning-applications","","","http://documents.sevenoaks.gov.uk/esd/SevenoaksPlanningOpenData.csv","http://schemas.opendata.esd.org.uk/PlanningApplications","","Annually","0","True","16/02/2015","Accepted","18/02/2015","Accepted","2000.0000","True","18/02/2015","15/02/2015We do not have a licence to include OS-derived northings/ eastings/ UPRN data in Open Data
11/02/2015We do not have a licence to include OS-derived northings/ eastings/ UPRN data in Open Data","18/02/2015 Authorisation given to issue a BACS payment for the incentive grant as all obligations promised by the council have been met.
18/02/2015 Written to confirm data set is complete and acceptable. Reminded need of two versions of data needed - one with and one without georeferences. Forewarned that grant will be paid in a single payment once all themes as promised by the authority have been completed.","17/02/2015Technical review passed.
16/02/2015Not passed technical review, notes sent by email.
12/02/2015Not passed technical review, notes sent by email.
11/02/2015Not passed technical review, notes sent by email.
10/02/2015Not passed technical review, notes sent by email.
03/02/2015Not passed technical review, notes sent by email.
28/01/2015Not passed technical review, notes sent by email.
02/01/2015Not passed technical review, notes sent by email.
06/11/2014Not passed technical review, notes sent by email.","18/02/2015"
